hub,model_name,model_repo_id,model_url,model_description,model_path,model_type,issue_index,severity,category,op_name,node_name,indicator,details
huggingface,sentence-transformers__multi-qa-MiniLM-L6-cos-v1,sentence-transformers/multi-qa-MiniLM-L6-cos-v1,https://huggingface.co/sentence-transformers/multi-qa-MiniLM-L6-cos-v1,Used for sentence-similarity. Library: sentence-transformers.,TensorDetect/demo_models_hubs_auth/sentence-transformers__multi-qa-MiniLM-L6-cos-v1.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,openai-community__roberta-base-openai-detector,openai-community/roberta-base-openai-detector,https://huggingface.co/openai-community/roberta-base-openai-detector,Used for text-classification. Library: transformers.,TensorDetect/demo_models_hubs_auth/openai-community__roberta-base-openai-detector.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,ahotrod__electra_large_discriminator_squad2_512,ahotrod/electra_large_discriminator_squad2_512,https://huggingface.co/ahotrod/electra_large_discriminator_squad2_512,Used for question-answering. Library: transformers.,TensorDetect/demo_models_hubs_auth/ahotrod__electra_large_discriminator_squad2_512.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,almanach__camembert-base,almanach/camembert-base,https://huggingface.co/almanach/camembert-base,Used for fill-mask. Library: transformers.,TensorDetect/demo_models_hubs_auth/almanach__camembert-base.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,openai__whisper-tiny,openai/whisper-tiny,https://huggingface.co/openai/whisper-tiny,Used for automatic-speech-recognition. Library: transformers.,TensorDetect/demo_models_hubs_auth/openai__whisper-tiny.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,Helsinki-NLP__opus-mt-nl-en,Helsinki-NLP/opus-mt-nl-en,https://huggingface.co/Helsinki-NLP/opus-mt-nl-en,Used for translation. Library: transformers.,TensorDetect/demo_models_hubs_auth/Helsinki-NLP__opus-mt-nl-en.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,thenlper__gte-small,thenlper/gte-small,https://huggingface.co/thenlper/gte-small,Used for sentence-similarity. Library: sentence-transformers.,TensorDetect/demo_models_hubs_auth/thenlper__gte-small.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,openai__whisper-medium,openai/whisper-medium,https://huggingface.co/openai/whisper-medium,Used for automatic-speech-recognition. Library: transformers.,TensorDetect/demo_models_hubs_auth/openai__whisper-medium.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,bhadresh-savani__distilbert-base-uncased-emotion,bhadresh-savani/distilbert-base-uncased-emotion,https://huggingface.co/bhadresh-savani/distilbert-base-uncased-emotion,Used for text-classification. Library: transformers.,TensorDetect/demo_models_hubs_auth/bhadresh-savani__distilbert-base-uncased-emotion.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,sentence-transformers__distiluse-base-multilingual-cased-v2,sentence-transformers/distiluse-base-multilingual-cased-v2,https://huggingface.co/sentence-transformers/distiluse-base-multilingual-cased-v2,Used for sentence-similarity. Library: sentence-transformers.,TensorDetect/demo_models_hubs_auth/sentence-transformers__distiluse-base-multilingual-cased-v2.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,cambridgeltl__SapBERT-from-PubMedBERT-fulltext,cambridgeltl/SapBERT-from-PubMedBERT-fulltext,https://huggingface.co/cambridgeltl/SapBERT-from-PubMedBERT-fulltext,Used for feature-extraction. Library: transformers.,TensorDetect/demo_models_hubs_auth/cambridgeltl__SapBERT-from-PubMedBERT-fulltext.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,sentence-transformers__paraphrase-MiniLM-L12-v2,sentence-transformers/paraphrase-MiniLM-L12-v2,https://huggingface.co/sentence-transformers/paraphrase-MiniLM-L12-v2,Used for sentence-similarity. Library: sentence-transformers.,TensorDetect/demo_models_hubs_auth/sentence-transformers__paraphrase-MiniLM-L12-v2.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,cardiffnlp__twitter-roberta-base-sentiment,cardiffnlp/twitter-roberta-base-sentiment,https://huggingface.co/cardiffnlp/twitter-roberta-base-sentiment,Used for text-classification. Library: transformers.,TensorDetect/demo_models_hubs_auth/cardiffnlp__twitter-roberta-base-sentiment.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,dccuchile__bert-base-spanish-wwm-uncased,dccuchile/bert-base-spanish-wwm-uncased,https://huggingface.co/dccuchile/bert-base-spanish-wwm-uncased,Used for fill-mask. Library: transformers.,TensorDetect/demo_models_hubs_auth/dccuchile__bert-base-spanish-wwm-uncased.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,Helsinki-NLP__opus-mt-tr-en,Helsinki-NLP/opus-mt-tr-en,https://huggingface.co/Helsinki-NLP/opus-mt-tr-en,Used for translation. Library: transformers.,TensorDetect/demo_models_hubs_auth/Helsinki-NLP__opus-mt-tr-en.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,aubmindlab__bert-base-arabertv02,aubmindlab/bert-base-arabertv02,https://huggingface.co/aubmindlab/bert-base-arabertv02,Used for fill-mask. Library: transformers.,TensorDetect/demo_models_hubs_auth/aubmindlab__bert-base-arabertv02.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,j-hartmann__emotion-english-distilroberta-base,j-hartmann/emotion-english-distilroberta-base,https://huggingface.co/j-hartmann/emotion-english-distilroberta-base,Used for text-classification. Library: transformers.,TensorDetect/demo_models_hubs_auth/j-hartmann__emotion-english-distilroberta-base.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,google-t5__t5-3b,google-t5/t5-3b,https://huggingface.co/google-t5/t5-3b,Used for translation. Library: transformers.,TensorDetect/demo_models_hubs_auth/google-t5__t5-3b.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,Helsinki-NLP__opus-mt-fr-en,Helsinki-NLP/opus-mt-fr-en,https://huggingface.co/Helsinki-NLP/opus-mt-fr-en,Used for translation. Library: transformers.,TensorDetect/demo_models_hubs_auth/Helsinki-NLP__opus-mt-fr-en.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,albert__albert-base-v2,albert/albert-base-v2,https://huggingface.co/albert/albert-base-v2,Used for fill-mask. Library: transformers.,TensorDetect/demo_models_hubs_auth/albert__albert-base-v2.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,deepset__roberta-base-squad2,deepset/roberta-base-squad2,https://huggingface.co/deepset/roberta-base-squad2,Used for question-answering. Library: transformers.,TensorDetect/demo_models_hubs_auth/deepset__roberta-base-squad2.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,facebook__esm2_t6_8M_UR50D,facebook/esm2_t6_8M_UR50D,https://huggingface.co/facebook/esm2_t6_8M_UR50D,Used for fill-mask. Library: transformers.,TensorDetect/demo_models_hubs_auth/facebook__esm2_t6_8M_UR50D.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,microsoft__deberta-xlarge-mnli,microsoft/deberta-xlarge-mnli,https://huggingface.co/microsoft/deberta-xlarge-mnli,Used for text-classification. Library: transformers.,TensorDetect/demo_models_hubs_auth/microsoft__deberta-xlarge-mnli.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,YituTech__conv-bert-base,YituTech/conv-bert-base,https://huggingface.co/YituTech/conv-bert-base,Used for feature-extraction. Library: transformers.,TensorDetect/demo_models_hubs_auth/YituTech__conv-bert-base.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,google__flan-t5-small,google/flan-t5-small,https://huggingface.co/google/flan-t5-small,Library: transformers.,TensorDetect/demo_models_hubs_auth/google__flan-t5-small.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,Helsinki-NLP__opus-mt-en-de,Helsinki-NLP/opus-mt-en-de,https://huggingface.co/Helsinki-NLP/opus-mt-en-de,Used for translation. Library: transformers.,TensorDetect/demo_models_hubs_auth/Helsinki-NLP__opus-mt-en-de.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,facebook__bart-base,facebook/bart-base,https://huggingface.co/facebook/bart-base,Used for feature-extraction. Library: transformers.,TensorDetect/demo_models_hubs_auth/facebook__bart-base.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,Davlan__xlm-roberta-large-ner-hrl,Davlan/xlm-roberta-large-ner-hrl,https://huggingface.co/Davlan/xlm-roberta-large-ner-hrl,Used for token-classification. Library: transformers.,TensorDetect/demo_models_hubs_auth/Davlan__xlm-roberta-large-ner-hrl.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,google-t5__t5-large,google-t5/t5-large,https://huggingface.co/google-t5/t5-large,Used for translation. Library: transformers.,TensorDetect/demo_models_hubs_auth/google-t5__t5-large.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,julien-c__dummy-unknown,julien-c/dummy-unknown,https://huggingface.co/julien-c/dummy-unknown,Used for fill-mask. Library: transformers.,TensorDetect/demo_models_hubs_auth/julien-c__dummy-unknown.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,microsoft__layoutlmv3-base,microsoft/layoutlmv3-base,https://huggingface.co/microsoft/layoutlmv3-base,Library: transformers.,TensorDetect/demo_models_hubs_auth/microsoft__layoutlmv3-base.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,microsoft__deberta-v3-small,microsoft/deberta-v3-small,https://huggingface.co/microsoft/deberta-v3-small,Used for fill-mask. Library: transformers.,TensorDetect/demo_models_hubs_auth/microsoft__deberta-v3-small.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,facebook__vit-mae-base,facebook/vit-mae-base,https://huggingface.co/facebook/vit-mae-base,Library: transformers.,TensorDetect/demo_models_hubs_auth/facebook__vit-mae-base.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,papluca__xlm-roberta-base-language-detection,papluca/xlm-roberta-base-language-detection,https://huggingface.co/papluca/xlm-roberta-base-language-detection,Used for text-classification. Library: transformers.,TensorDetect/demo_models_hubs_auth/papluca__xlm-roberta-base-language-detection.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,neuralmind__bert-base-portuguese-cased,neuralmind/bert-base-portuguese-cased,https://huggingface.co/neuralmind/bert-base-portuguese-cased,Used for fill-mask. Library: transformers.,TensorDetect/demo_models_hubs_auth/neuralmind__bert-base-portuguese-cased.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,google__vit-large-patch16-384,google/vit-large-patch16-384,https://huggingface.co/google/vit-large-patch16-384,Used for image-classification. Library: transformers.,TensorDetect/demo_models_hubs_auth/google__vit-large-patch16-384.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,google__flan-t5-large,google/flan-t5-large,https://huggingface.co/google/flan-t5-large,Library: transformers.,TensorDetect/demo_models_hubs_auth/google__flan-t5-large.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,google-bert__bert-base-german-cased,google-bert/bert-base-german-cased,https://huggingface.co/google-bert/bert-base-german-cased,Used for fill-mask. Library: transformers.,TensorDetect/demo_models_hubs_auth/google-bert__bert-base-german-cased.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,hfl__chinese-bert-wwm-ext,hfl/chinese-bert-wwm-ext,https://huggingface.co/hfl/chinese-bert-wwm-ext,Used for fill-mask. Library: transformers.,TensorDetect/demo_models_hubs_auth/hfl__chinese-bert-wwm-ext.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,oliverguhr__fullstop-punctuation-multilang-large,oliverguhr/fullstop-punctuation-multilang-large,https://huggingface.co/oliverguhr/fullstop-punctuation-multilang-large,Used for token-classification. Library: transformers.,TensorDetect/demo_models_hubs_auth/oliverguhr__fullstop-punctuation-multilang-large.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,sentence-transformers__distilbert-multilingual-nli-stsb-quora-ranking,sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking,https://huggingface.co/sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking,Used for sentence-similarity. Library: sentence-transformers.,TensorDetect/demo_models_hubs_auth/sentence-transformers__distilbert-multilingual-nli-stsb-quora-ranking.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,sentence-transformers__paraphrase-albert-small-v2,sentence-transformers/paraphrase-albert-small-v2,https://huggingface.co/sentence-transformers/paraphrase-albert-small-v2,Used for sentence-similarity. Library: sentence-transformers.,TensorDetect/demo_models_hubs_auth/sentence-transformers__paraphrase-albert-small-v2.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,facebook__dino-vitb16,facebook/dino-vitb16,https://huggingface.co/facebook/dino-vitb16,Used for image-feature-extraction. Library: transformers.,TensorDetect/demo_models_hubs_auth/facebook__dino-vitb16.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,typeform__distilbert-base-uncased-mnli,typeform/distilbert-base-uncased-mnli,https://huggingface.co/typeform/distilbert-base-uncased-mnli,Used for zero-shot-classification. Library: transformers.,TensorDetect/demo_models_hubs_auth/typeform__distilbert-base-uncased-mnli.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,nvidia__segformer-b0-finetuned-ade-512-512,nvidia/segformer-b0-finetuned-ade-512-512,https://huggingface.co/nvidia/segformer-b0-finetuned-ade-512-512,Used for image-segmentation. Library: transformers.,TensorDetect/demo_models_hubs_auth/nvidia__segformer-b0-finetuned-ade-512-512.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,google-bert__bert-large-uncased-whole-word-masking-finetuned-squad,google-bert/bert-large-uncased-whole-word-masking-finetuned-squad,https://huggingface.co/google-bert/bert-large-uncased-whole-word-masking-finetuned-squad,Used for question-answering. Library: transformers.,TensorDetect/demo_models_hubs_auth/google-bert__bert-large-uncased-whole-word-masking-finetuned-squad.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,indobenchmark__indobert-base-p1,indobenchmark/indobert-base-p1,https://huggingface.co/indobenchmark/indobert-base-p1,Used for feature-extraction. Library: transformers.,TensorDetect/demo_models_hubs_auth/indobenchmark__indobert-base-p1.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,sentence-transformers__msmarco-MiniLM-L6-v3,sentence-transformers/msmarco-MiniLM-L6-v3,https://huggingface.co/sentence-transformers/msmarco-MiniLM-L6-v3,Used for sentence-similarity. Library: sentence-transformers.,TensorDetect/demo_models_hubs_auth/sentence-transformers__msmarco-MiniLM-L6-v3.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,sentence-transformers__msmarco-bert-base-dot-v5,sentence-transformers/msmarco-bert-base-dot-v5,https://huggingface.co/sentence-transformers/msmarco-bert-base-dot-v5,Used for sentence-similarity. Library: sentence-transformers.,TensorDetect/demo_models_hubs_auth/sentence-transformers__msmarco-bert-base-dot-v5.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,Helsinki-NLP__opus-mt-de-en,Helsinki-NLP/opus-mt-de-en,https://huggingface.co/Helsinki-NLP/opus-mt-de-en,Used for translation. Library: transformers.,TensorDetect/demo_models_hubs_auth/Helsinki-NLP__opus-mt-de-en.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,pysentimiento__robertuito-sentiment-analysis,pysentimiento/robertuito-sentiment-analysis,https://huggingface.co/pysentimiento/robertuito-sentiment-analysis,Used for text-classification. Library: pysentimiento.,TensorDetect/demo_models_hubs_auth/pysentimiento__robertuito-sentiment-analysis.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,Helsinki-NLP__opus-mt-en-fr,Helsinki-NLP/opus-mt-en-fr,https://huggingface.co/Helsinki-NLP/opus-mt-en-fr,Used for translation. Library: transformers.,TensorDetect/demo_models_hubs_auth/Helsinki-NLP__opus-mt-en-fr.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,microsoft__resnet-18,microsoft/resnet-18,https://huggingface.co/microsoft/resnet-18,Used for image-classification. Library: transformers.,TensorDetect/demo_models_hubs_auth/microsoft__resnet-18.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,facebook__sam-vit-base,facebook/sam-vit-base,https://huggingface.co/facebook/sam-vit-base,Used for mask-generation. Library: transformers.,TensorDetect/demo_models_hubs_auth/facebook__sam-vit-base.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,Helsinki-NLP__opus-mt-ko-en,Helsinki-NLP/opus-mt-ko-en,https://huggingface.co/Helsinki-NLP/opus-mt-ko-en,Used for translation. Library: transformers.,TensorDetect/demo_models_hubs_auth/Helsinki-NLP__opus-mt-ko-en.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,FacebookAI__roberta-large-mnli,FacebookAI/roberta-large-mnli,https://huggingface.co/FacebookAI/roberta-large-mnli,Used for text-classification. Library: transformers.,TensorDetect/demo_models_hubs_auth/FacebookAI__roberta-large-mnli.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,Davlan__bert-base-multilingual-cased-ner-hrl,Davlan/bert-base-multilingual-cased-ner-hrl,https://huggingface.co/Davlan/bert-base-multilingual-cased-ner-hrl,Used for token-classification. Library: transformers.,TensorDetect/demo_models_hubs_auth/Davlan__bert-base-multilingual-cased-ner-hrl.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,xlnet__xlnet-base-cased,xlnet/xlnet-base-cased,https://huggingface.co/xlnet/xlnet-base-cased,Used for text-generation. Library: transformers.,TensorDetect/demo_models_hubs_auth/xlnet__xlnet-base-cased.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,facebook__dpr-ctx_encoder-single-nq-base,facebook/dpr-ctx_encoder-single-nq-base,https://huggingface.co/facebook/dpr-ctx_encoder-single-nq-base,Library: transformers.,TensorDetect/demo_models_hubs_auth/facebook__dpr-ctx_encoder-single-nq-base.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,microsoft__DialoGPT-medium,microsoft/DialoGPT-medium,https://huggingface.co/microsoft/DialoGPT-medium,Used for text-generation. Library: transformers.,TensorDetect/demo_models_hubs_auth/microsoft__DialoGPT-medium.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,sentence-transformers__distilbert-base-nli-mean-tokens,sentence-transformers/distilbert-base-nli-mean-tokens,https://huggingface.co/sentence-transformers/distilbert-base-nli-mean-tokens,Used for feature-extraction. Library: sentence-transformers.,TensorDetect/demo_models_hubs_auth/sentence-transformers__distilbert-base-nli-mean-tokens.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,sentence-transformers__stsb-roberta-base,sentence-transformers/stsb-roberta-base,https://huggingface.co/sentence-transformers/stsb-roberta-base,Used for sentence-similarity. Library: sentence-transformers.,TensorDetect/demo_models_hubs_auth/sentence-transformers__stsb-roberta-base.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,facebook__hubert-base-ls960,facebook/hubert-base-ls960,https://huggingface.co/facebook/hubert-base-ls960,Used for feature-extraction. Library: transformers.,TensorDetect/demo_models_hubs_auth/facebook__hubert-base-ls960.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,microsoft__codebert-base,microsoft/codebert-base,https://huggingface.co/microsoft/codebert-base,Used for feature-extraction. Library: transformers.,TensorDetect/demo_models_hubs_auth/microsoft__codebert-base.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,microsoft__resnet-50,microsoft/resnet-50,https://huggingface.co/microsoft/resnet-50,Used for image-classification. Library: transformers.,TensorDetect/demo_models_hubs_auth/microsoft__resnet-50.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,google__mt5-large,google/mt5-large,https://huggingface.co/google/mt5-large,Library: transformers.,TensorDetect/demo_models_hubs_auth/google__mt5-large.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,Jean-Baptiste__roberta-large-ner-english,Jean-Baptiste/roberta-large-ner-english,https://huggingface.co/Jean-Baptiste/roberta-large-ner-english,Used for token-classification. Library: transformers.,TensorDetect/demo_models_hubs_auth/Jean-Baptiste__roberta-large-ner-english.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,Helsinki-NLP__opus-mt-en-ru,Helsinki-NLP/opus-mt-en-ru,https://huggingface.co/Helsinki-NLP/opus-mt-en-ru,Used for translation. Library: transformers.,TensorDetect/demo_models_hubs_auth/Helsinki-NLP__opus-mt-en-ru.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,tohoku-nlp__bert-base-japanese-whole-word-masking,tohoku-nlp/bert-base-japanese-whole-word-masking,https://huggingface.co/tohoku-nlp/bert-base-japanese-whole-word-masking,Used for fill-mask. Library: transformers.,TensorDetect/demo_models_hubs_auth/tohoku-nlp__bert-base-japanese-whole-word-masking.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,google__pegasus-xsum,google/pegasus-xsum,https://huggingface.co/google/pegasus-xsum,Used for summarization. Library: transformers.,TensorDetect/demo_models_hubs_auth/google__pegasus-xsum.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,google__byt5-small,google/byt5-small,https://huggingface.co/google/byt5-small,Library: transformers.,TensorDetect/demo_models_hubs_auth/google__byt5-small.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,Salesforce__blip-vqa-base,Salesforce/blip-vqa-base,https://huggingface.co/Salesforce/blip-vqa-base,Used for visual-question-answering. Library: transformers.,TensorDetect/demo_models_hubs_auth/Salesforce__blip-vqa-base.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,optimum-intel-internal-testing__tiny-random-gpt2,optimum-intel-internal-testing/tiny-random-gpt2,https://huggingface.co/optimum-intel-internal-testing/tiny-random-gpt2,,TensorDetect/demo_models_hubs_auth/optimum-intel-internal-testing__tiny-random-gpt2.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,Rodion111__tf-savedmodel-traversal-poc,Rodion111/tf-savedmodel-traversal-poc,https://huggingface.co/Rodion111/tf-savedmodel-traversal-poc,Library: tf-keras. Tags: tf-keras.,TensorDetect/demo_models_hubs_auth/Rodion111__tf-savedmodel-traversal-poc,Tensorflow saved model,,none,none,,,,No issues detected
huggingface,TheAuroraAi__tf-savedmodel-oom-poc,TheAuroraAi/tf-savedmodel-oom-poc,https://huggingface.co/TheAuroraAi/tf-savedmodel-oom-poc,Library: tf-keras. Tags: tf-keras.,TensorDetect/demo_models_hubs_auth/TheAuroraAi__tf-savedmodel-oom-poc,Tensorflow saved model,,none,none,,,,No issues detected
huggingface,an0n3__tf-savedmodel-rce-poc,an0n3/tf-savedmodel-rce-poc,https://huggingface.co/an0n3/tf-savedmodel-rce-poc,Library: tf-keras. Tags: tf-keras.,TensorDetect/demo_models_hubs_auth/an0n3__tf-savedmodel-rce-poc,Tensorflow saved model,,none,none,,,,No issues detected
huggingface,willardj__modelscan-tf-savedmodel-bypass-poc,willardj/modelscan-tf-savedmodel-bypass-poc,https://huggingface.co/willardj/modelscan-tf-savedmodel-bypass-poc,Library: tf-keras. Tags: tf-keras.,TensorDetect/demo_models_hubs_auth/willardj__modelscan-tf-savedmodel-bypass-poc,Tensorflow saved model,1,mid,Tensor abuse,MatchingFiles,MatchingFiles,,"Tensorabuse op detected in saved model, op: {'name': 'MatchingFiles', 'op': 'MatchingFiles', 'info': {'name': 'MatchingFiles', 'op': 'MatchingFiles', 'input': ['data_dir'], 'attr': {'_output_shapes': {'list': {'shape': [{'dim': [{'size': '-1'}]}]}}}}};"
huggingface,vellaveto__tf-savedmodel-scanner-bypass-poc,vellaveto/tf-savedmodel-scanner-bypass-poc,https://huggingface.co/vellaveto/tf-savedmodel-scanner-bypass-poc,Library: tf-keras. Tags: tf-keras.,TensorDetect/demo_models_hubs_auth/vellaveto__tf-savedmodel-scanner-bypass-poc,Tensorflow saved model,1,mid,Tensor abuse,WriteFile,WriteFile,['filename']: /tmp/tf_pwned.txt,"Tensorabuse op detected in saved model, op: {'name': 'WriteFile', 'op': 'WriteFile', 'info': {'name': 'WriteFile', 'op': 'WriteFile', 'input': ['WriteFile/filename:output:0', 'cmd'], 'attr': {'_output_shapes': {'list': {}}}}}; ['filename']: /tmp/tf_pwned.txt"
huggingface,MomoFan__tf-savedmodel-asset-traversal-poc,MomoFan/tf-savedmodel-asset-traversal-poc,https://huggingface.co/MomoFan/tf-savedmodel-asset-traversal-poc,Library: tf-keras. Tags: tf-keras.,TensorDetect/demo_models_hubs_auth/MomoFan__tf-savedmodel-asset-traversal-poc,Tensorflow saved model,1,mid,Tensor abuse,ReadFile,ReadFile,,"Tensorabuse op detected in saved model, op: {'name': 'ReadFile', 'op': 'ReadFile', 'info': {'name': 'ReadFile', 'op': 'ReadFile', 'input': ['readfile_filename'], 'attr': {'_output_shapes': {'list': {'shape': [{}]}}}}};"
huggingface,webshark__tf-savedmodel-mfv-poc,webshark/tf-savedmodel-mfv-poc,https://huggingface.co/webshark/tf-savedmodel-mfv-poc,Library: tf-keras. Tags: tf-keras.,TensorDetect/demo_models_hubs_auth/webshark__tf-savedmodel-mfv-poc,Tensorflow saved model,1,mid,Tensor abuse,MatchingFiles,MatchingFiles,,"Tensorabuse op detected in saved model, op: {'name': 'MatchingFiles', 'op': 'MatchingFiles', 'info': {'name': 'MatchingFiles', 'op': 'MatchingFiles', 'input': ['pattern'], 'attr': {'_output_shapes': {'list': {'shape': [{'dim': [{'size': '-1'}]}]}}}}};"
huggingface,WolfpackArmy__tf-savedmodel-rce-poc,WolfpackArmy/tf-savedmodel-rce-poc,https://huggingface.co/WolfpackArmy/tf-savedmodel-rce-poc,Library: tf-keras. Tags: tf-keras.,TensorDetect/demo_models_hubs_auth/WolfpackArmy__tf-savedmodel-rce-poc,Tensorflow saved model,,none,none,,,,No issues detected
huggingface,an0n3__saved_model.pb,an0n3/saved_model.pb,https://huggingface.co/an0n3/saved_model.pb,Library: tf-keras. Tags: tf-keras.,TensorDetect/demo_models_hubs_auth/an0n3__saved_model.pb,Tensorflow saved model,,none,none,,,,No issues detected
huggingface,Khauneesh__tensorflow-tabular-savedmodel,Khauneesh/tensorflow-tabular-savedmodel,https://huggingface.co/Khauneesh/tensorflow-tabular-savedmodel,Library: tf-keras. Tags: tf-keras.,TensorDetect/demo_models_hubs_auth/Khauneesh__tensorflow-tabular-savedmodel,Tensorflow saved model,,none,none,,,,No issues detected
huggingface,janerockman__final_stroke_resnet50_model.h5,janerockman/final_stroke_resnet50_model.h5,https://huggingface.co/janerockman/final_stroke_resnet50_model.h5,,TensorDetect/demo_models_hubs_auth/janerockman__final_stroke_resnet50_model.h5.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,JulienG407__pneumonia_transfer_vgg19.h5,JulienG407/pneumonia_transfer_vgg19.h5,https://huggingface.co/JulienG407/pneumonia_transfer_vgg19.h5,Library: keras. Tags: keras.,TensorDetect/demo_models_hubs_auth/JulienG407__pneumonia_transfer_vgg19.h5.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,Khauneesh__tensorflow-tabular-h5,Khauneesh/tensorflow-tabular-h5,https://huggingface.co/Khauneesh/tensorflow-tabular-h5,,TensorDetect/demo_models_hubs_auth/Khauneesh__tensorflow-tabular-h5.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,ro981009__apple-classifier-h5,ro981009/apple-classifier-h5,https://huggingface.co/ro981009/apple-classifier-h5,,TensorDetect/demo_models_hubs_auth/ro981009__apple-classifier-h5.h5,Tensorflow h5 model,,none,none,,,,No issues detected
huggingface,ro981009__tomato-classifier-h5,ro981009/tomato-classifier-h5,https://huggingface.co/ro981009/tomato-classifier-h5,,TensorDetect/demo_models_hubs_auth/ro981009__tomato-classifier-h5.h5,Tensorflow h5 model,,none,none,,,,No issues detected
